dataset_seed,infrastructure,node_id,kind,memory_mb,vcpu,mhz,node_monthly_cost,generator_seed
146588263,infrastructure_150,fog29,fog,2048,2,2000,52.46228357,12345
146588263,infrastructure_150,fog30,fog,4096,4,2000,37.74951991,12345
146588263,infrastructure_150,fog31,fog,3500,16,2000,108.30518992,12345
146588263,infrastructure_150,fog32,fog,4096,4,2000,44.34955868,12345
146588263,infrastructure_150,fog33,fog,4096,4,2000,68.17896044,12345
146588263,infrastructure_150,fog34,fog,2048,4,1500,68.12551584,12345
146588263,infrastructure_150,fog35,fog,2048,4,1500,51.90220079,12345
146588263,infrastructure_150,fog36,fog,2048,4,1500,41.83506566,12345
146588263,infrastructure_150,fog37,fog,2048,4,1500,32.56740612,12345
146588263,infrastructure_150,fog38,fog,3500,16,2000,109.16768037,12345
146588263,infrastructure_150,fog39,fog,2048,4,1500,91.39843722,12345
146588263,infrastructure_150,fog40,fog,2048,4,1500,51.8439404,12345
146588263,infrastructure_150,fog41,fog,2048,4,1500,93.57625513,12345
146588263,infrastructure_150,fog42,fog,2048,4,1500,90.04436547,12345
146588263,infrastructure_150,fog43,fog,3500,16,2000,84.67133591,12345
146588263,infrastructure_150,fog44,fog,3500,16,2000,103.14375562,12345
146588263,infrastructure_150,fog45,fog,3500,16,2000,117.84690919,12345
146588263,infrastructure_150,fog46,fog,2048,4,1500,58.99820675,12345
146588263,infrastructure_150,fog47,fog,2048,4,1500,45.16511985,12345
146588263,infrastructure_150,fog48,fog,2048,4,1500,46.38606756,12345
146588263,infrastructure_150,cloud1,cloud,inf,inf,inf,106.06338892,12345
146588263,infrastructure_150,cloud2,cloud,inf,inf,inf,137.45563725,12345
146588263,infrastructure_150,cloud3,cloud,inf,inf,inf,31.71105885,12345
146588263,infrastructure_150,cloud4,cloud,inf,inf,inf,42.54291502,12345
146588263,infrastructure_150,cloud5,cloud,inf,inf,inf,140.06946243,12345
146588263,infrastructure_150,cloud6,cloud,inf,inf,inf,104.912347,12345
146588263,infrastructure_150,cloud7,cloud,inf,inf,inf,127.88933951,12345
146588263,infrastructure_155,edge1,edge,1024,4,3000,19.06494495,12345
146588263,infrastructure_155,edge2,edge,1024,4,2500,24.34919442,12345
146588263,infrastructure_155,edge3,edge,512,2,1500,12.4999325,12345
146588263,infrastructure_155,edge4,edge,1024,4,2500,19.29503112,12345
146588263,infrastructure_155,edge5,edge,1024,4,3000,28.91638017,12345
146588263,infrastructure_155,edge6,edge,1024,4,3000,19.25135847,12345
146588263,infrastructure_155,edge7,edge,1024,4,3000,17.60219858,12345
146588263,infrastructure_155,edge8,edge,1024,4,3000,20.62252257,12345
146588263,infrastructure_155,edge9,edge,1024,4,2500,23.22699446,12345
146588263,infrastructure_155,edge10,edge,512,2,1500,15.28347574,12345
146588263,infrastructure_155,edge11,edge,512,2,1500,15.08381663,12345
146588263,infrastructure_155,edge12,edge,512,2,1500,13.6563996,12345
146588263,infrastructure_155,edge13,edge,1024,4,3000,22.13694807,12345
146588263,infrastructure_155,edge14,edge,512,2,1500,18.3295458,12345
146588263,infrastructure_155,edge15,edge,1024,4,3000,21.87841807,12345
146588263,infrastructure_155,edge16,edge,1024,4,3000,21.31466861,12345
146588263,infrastructure_155,edge17,edge,1024,4,3000,20.70907176,12345
146588263,infrastructure_155,edge18,edge,1024,4,3000,21.52825516,12345
146588263,infrastructure_155,edge19,edge,1024,4,2500,23.1314427,12345
146588263,infrastructure_155,edge20,edge,1024,4,3000,22.16031759,12345
146588263,infrastructure_155,edge21,edge,512,2,1500,15.18330902,12345
146588263,infrastructure_155,edge22,edge,512,2,1500,16.35635358,12345
146588263,infrastructure_155,edge23,edge,1024,4,3000,25.00709209,12345
146588263,infrastructure_155,edge24,edge,1024,4,3000,26.51825691,12345
146588263,infrastructure_155,edge25,edge,1024,4,2500,16.69890035,12345
146588263,infrastructure_155,edge26,edge,1024,4,2500,23.7960261,12345
146588263,infrastructure_155,edge27,edge,1024,4,3000,22.54772744,12345
146588263,infrastructure_155,edge28,edge,1024,4,2500,16.6142923,12345
146588263,infrastructure_155,edge29,edge,1024,4,2500,19.98803906,12345
146588263,infrastructure_155,edge30,edge,512,2,1500,19.50602648,12345
146588263,infrastructure_155,edge31,edge,1024,4,3000,27.25036973,12345
146588263,infrastructure_155,edge32,edge,1024,4,2500,20.9459766,12345
146588263,infrastructure_155,edge33,edge,1024,4,2500,23.88447739,12345
146588263,infrastructure_155,edge34,edge,1024,4,3000,25.26502757,12345
146588263,infrastructure_155,edge35,edge,1024,4,3000,22.46976354,12345
146588263,infrastructure_155,edge36,edge,1024,4,3000,23.66905761,12345
146588263,infrastructure_155,edge37,edge,1024,4,2500,17.2873805,12345
146588263,infrastructure_155,edge38,edge,1024,4,3000,29.48533264,12345
146588263,infrastructure_155,edge39,edge,512,2,1500,14.8113845,12345
146588263,infrastructure_155,edge40,edge,1024,4,3000,25.01361619,12345
146588263,infrastructure_155,edge41,edge,1024,4,3000,19.40226656,12345
146588263,infrastructure_155,edge42,edge,1024,4,2500,22.33546548,12345
146588263,infrastructure_155,edge43,edge,1024,4,2500,16.15262467,12345
146588263,infrastructure_155,edge44,edge,1024,4,3000,24.61112148,12345
146588263,infrastructure_155,edge45,edge,1024,4,2500,18.71328917,12345
146588263,infrastructure_155,edge46,edge,1024,4,2500,22.80449872,12345
146588263,infrastructure_155,edge47,edge,1024,4,2500,24.68266726,12345
146588263,infrastructure_155,edge48,edge,1024,4,3000,20.33423787,12345
146588263,infrastructure_155,edge49,edge,1024,4,3000,25.68472824,12345
146588263,infrastructure_155,edge50,edge,512,2,1500,10.65796933,12345
146588263,infrastructure_155,edge51,edge,512,2,1500,20.17983851,12345
146588263,infrastructure_155,edge52,edge,1024,4,2500,24.37231443,12345
146588263,infrastructure_155,edge53,edge,512,2,1500,12.03119929,12345
146588263,infrastructure_155,edge54,edge,1024,4,2500,16.69834687,12345
146588263,infrastructure_155,edge55,edge,1024,4,2500,27.16394082,12345
146588263,infrastructure_155,edge56,edge,1024,4,3000,20.11129233,12345
146588263,infrastructure_155,edge57,edge,512,2,1500,18.39649499,12345
146588263,infrastructure_155,edge58,edge,1024,4,2500,23.75146924,12345
146588263,infrastructure_155,edge59,edge,512,2,1500,14.8495514,12345
146588263,infrastructure_155,edge60,edge,1024,4,2500,16.23246723,12345
146588263,infrastructure_155,edge61,edge,512,2,1500,12.33496342,12345
146588263,infrastructure_155,edge62,edge,1024,4,3000,27.90664117,12345
146588263,infrastructure_155,edge63,edge,1024,4,2500,25.13424988,12345
146588263,infrastructure_155,edge64,edge,1024,4,3000,22.94903729,12345
146588263,infrastructure_155,edge65,edge,1024,4,2500,27.03918683,12345
146588263,infrastructure_155,edge66,edge,1024,4,2500,25.52970187,12345
146588263,infrastructure_155,edge67,edge,1024,4,3000,29.46384665,12345
146588263,infrastructure_155,edge68,edge,1024,4,2500,20.67057327,12345
146588263,infrastructure_155,edge69,edge,1024,4,2500,19.90557092,12345
146588263,infrastructure_155,edge70,edge,1024,4,3000,16.59116669,12345
146588263,infrastructure_155,edge71,edge,1024,4,3000,23.36516613,12345
146588263,infrastructure_155,edge72,edge,1024,4,3000,23.4972013,12345
146588263,infrastructure_155,edge73,edge,1024,4,2500,27.96755414,12345
146588263,infrastructure_155,edge74,edge,1024,4,2500,17.49244697,12345
146588263,infrastructure_155,edge75,edge,512,2,1500,14.37048857,12345
146588263,infrastructure_155,edge76,edge,1024,4,3000,26.17345922,12345
146588263,infrastructure_155,edge77,edge,1024,4,2500,26.71894716,12345
146588263,infrastructure_155,edge78,edge,1024,4,3000,16.61243409,12345
146588263,infrastructure_155,edge79,edge,1024,4,3000,28.72203325,12345
146588263,infrastructure_155,edge80,edge,1024,4,2500,25.4265233,12345
146588263,infrastructure_155,edge81,edge,1024,4,2500,17.51066896,12345
146588263,infrastructure_155,edge82,edge,512,2,1500,13.23828188,12345
146588263,infrastructure_155,edge83,edge,1024,4,3000,18.63668243,12345
146588263,infrastructure_155,edge84,edge,1024,4,3000,27.80681656,12345
146588263,infrastructure_155,edge85,edge,1024,4,2500,18.67176104,12345
146588263,infrastructure_155,edge86,edge,1024,4,3000,23.33827503,12345
146588263,infrastructure_155,edge87,edge,512,2,1500,18.24843151,12345
146588263,infrastructure_155,edge88,edge,1024,4,2500,21.36716858,12345
146588263,infrastructure_155,edge89,edge,1024,4,2500,17.96438841,12345
146588263,infrastructure_155,edge90,edge,512,2,1500,9.67081547,12345
146588263,infrastructure_155,edge91,edge,512,2,1500,15.36433857,12345
146588263,infrastructure_155,edge92,edge,1024,4,3000,18.70621428,12345
146588263,infrastructure_155,edge93,edge,1024,4,2500,28.15021284,12345
146588263,infrastructure_155,edge94,edge,1024,4,3000,21.16009777,12345
146588263,infrastructure_155,edge95,edge,1024,4,3000,21.4331969,12345
146588263,infrastructure_155,edge96,edge,1024,4,2500,25.50973166,12345
146588263,infrastructure_155,edge97,edge,1024,4,3000,22.78312627,12345
146588263,infrastructure_155,fog1,fog,3500,16,2000,105.3498829,12345
146588263,infrastructure_155,fog2,fog,3500,16,2000,64.69809656,12345
146588263,infrastructure_155,fog3,fog,2048,2,2000,64.37162637,12345
146588263,infrastructure_155,fog4,fog,2048,4,1500,79.21812849,12345
146588263,infrastructure_155,fog5,fog,3500,16,2000,83.93669751,12345
146588263,infrastructure_155,fog6,fog,2048,4,1500,29.50677809,12345
146588263,infrastructure_155,fog7,fog,4096,4,2000,68.93126272,12345
146588263,infrastructure_155,fog8,fog,3500,16,2000,96.69666762,12345
146588263,infrastructure_155,fog9,fog,3500,16,2000,86.93404548,12345
146588263,infrastructure_155,fog10,fog,2048,4,1500,90.65210895,12345
146588263,infrastructure_155,fog11,fog,4096,4,2000,66.58999931,12345
146588263,infrastructure_155,fog12,fog,2048,4,1500,63.33536108,12345
146588263,infrastructure_155,fog13,fog,3500,16,2000,103.54030902,12345
146588263,infrastructure_155,fog14,fog,2048,4,1500,55.80115805,12345
146588263,infrastructure_155,fog15,fog,1024,2,1000,75.55854999,12345
146588263,infrastructure_155,fog16,fog,3500,16,2000,87.34817238,12345
146588263,infrastructure_155,fog17,fog,2048,4,1500,43.99679571,12345
146588263,infrastructure_155,fog18,fog,3500,16,2000,76.15972971,12345
146588263,infrastructure_155,fog19,fog,3500,16,2000,93.2792358,12345
146588263,infrastructure_155,fog20,fog,3500,16,2000,118.80830562,12345
146588263,infrastructure_155,fog21,fog,2048,2,2000,74.73558271,12345
146588263,infrastructure_155,fog22,fog,2048,2,2000,81.35677784,12345
146588263,infrastructure_155,fog23,fog,4096,4,2000,64.95946729,12345
146588263,infrastructure_155,fog24,fog,4096,4,2000,75.05242082,12345
146588263,infrastructure_155,fog25,fog,3500,16,2000,124.11811353,12345
146588263,infrastructure_155,fog26,fog,3500,16,2000,125.91831199,12345
146588263,infrastructure_155,fog27,fog,3500,16,2000,105.05627697,12345
146588263,infrastructure_155,fog28,fog,4096,4,2000,74.47188002,12345
146588263,infrastructure_155,fog29,fog,3500,16,2000,89.58923669,12345
146588263,infrastructure_155,fog30,fog,3500,16,2000,66.87647304,12345
146588263,infrastructure_155,fog31,fog,2048,2,2000,71.17823679,12345
146588263,infrastructure_155,fog32,fog,2048,2,2000,36.34955868,12345
146588263,infrastructure_155,fog33,fog,3500,16,2000,97.30591357,12345
146588263,infrastructure_155,fog34,fog,2048,2,2000,63.62551584,12345
146588263,infrastructure_155,fog35,fog,4096,4,2000,55.40220079,12345
146588263,infrastructure_155,fog36,fog,2048,4,1500,41.83506566,12345
146588263,infrastructure_155,fog37,fog,4096,4,2000,36.06740612,12345
146588263,infrastructure_155,fog38,fog,2048,4,1500,76.54072725,12345
146588263,infrastructure_155,fog39,fog,2048,4,1500,91.39843722,12345
146588263,infrastructure_155,fog40,fog,2048,4,1500,51.8439404,12345
146588263,infrastructure_155,fog41,fog,2048,4,1500,93.57625513,12345
146588263,infrastructure_155,fog42,fog,3500,16,2000,122.6713186,12345
146588263,infrastructure_155,fog43,fog,3500,16,2000,84.67133591,12345
146588263,infrastructure_155,fog44,fog,2048,4,1500,70.51680249,12345
146588263,infrastructure_155,fog45,fog,3500,16,2000,117.84690919,12345
146588263,infrastructure_155,fog46,fog,3500,16,2000,91.62515988,12345
146588263,infrastructure_155,fog47,fog,2048,4,1500,45.16511985,12345
146588263,infrastructure_155,fog48,fog,2048,4,1500,46.38606756,12345
146588263,infrastructure_155,fog49,fog,4096,4,2000,74.02122093,12345
146588263,infrastructure_155,fog50,fog,2048,4,1500,92.31010589,12345
146588263,infrastructure_155,cloud1,cloud,inf,inf,inf,106.06338892,12345
146588263,infrastructure_155,cloud2,cloud,inf,inf,inf,137.45563725,12345
146588263,infrastructure_155,cloud3,cloud,inf,inf,inf,31.71105885,12345
146588263,infrastructure_155,cloud4,cloud,inf,inf,inf,42.54291502,12345
146588263,infrastructure_155,cloud5,cloud,inf,inf,inf,140.06946243,12345
146588263,infrastructure_155,cloud6,cloud,inf,inf,inf,104.912347,12345
146588263,infrastructure_155,cloud7,cloud,inf,inf,inf,127.88933951,12345
146588263,infrastructure_155,cloud8,cloud,inf,inf,inf,172.5427339,12345
146588263,infrastructure_160,edge1,edge,512,2,1500,11.81494495,12345
146588263,infrastructure_160,edge2,edge,1024,4,3000,24.84919442,12345
146588263,infrastructure_160,edge3,edge,1024,4,3000,19.7499325,12345
146588263,infrastructure_160,edge4,edge,1024,4,2500,19.29503112,12345
146588263,infrastructure_160,edge5,edge,1024,4,3000,28.91638017,12345
146588263,infrastructure_160,edge6,edge,1024,4,3000,19.25135847,12345
146588263,infrastructure_160,edge7,edge,1024,4,2500,17.10219858,12345
146588263,infrastructure_160,edge8,edge,1024,4,3000,20.62252257,12345
146588263,infrastructure_160,edge9,edge,1024,4,3000,23.72699446,12345
146588263,infrastructure_160,edge10,edge,1024,4,2500,22.03347574,12345
146588263,infrastructure_160,edge11,edge,1024,4,3000,22.33381663,12345
146588263,infrastructure_160,edge12,edge,1024,4,2500,20.4063996,12345
146588263,infrastructure_160,edge13,edge,1024,4,3000,22.13694807,12345
146588263,infrastructure_160,edge14,edge,1024,4,3000,25.5795458,12345
146588263,infrastructure_160,edge15,edge,1024,4,2500,21.37841807,12345
146588263,infrastructure_160,edge16,edge,1024,4,3000,21.31466861,12345
146588263,infrastructure_160,edge17,edge,1024,4,3000,20.70907176,12345
146588263,infrastructure_160,edge18,edge,1024,4,2500,21.02825516,12345
146588263,infrastructure_160,edge19,edge,1024,4,3000,23.6314427,12345
146588263,infrastructure_160,edge20,edge,1024,4,3000,22.16031759,12345
146588263,infrastructure_160,edge21,edge,1024,4,2500,21.93330902,12345
146588263,infrastructure_160,edge22,edge,1024,4,3000,23.60635358,12345
146588263,infrastructure_160,edge23,edge,1024,4,3000,25.00709209,12345
146588263,infrastructure_160,edge24,edge,1024,4,2500,26.01825691,12345
146588263,infrastructure_160,edge25,edge,1024,4,3000,17.19890035,12345
146588263,infrastructure_160,edge26,edge,1024,4,2500,23.7960261,12345
146588263,infrastructure_160,edge27,edge,1024,4,3000,22.54772744,12345
146588263,infrastructure_160,edge28,edge,1024,4,3000,17.1142923,12345
146588263,infrastructure_160,edge29,edge,512,2,1500,13.23803906,12345
146588263,infrastructure_160,edge30,edge,512,2,1500,19.50602648,12345
146588263,infrastructure_160,edge31,edge,1024,4,2500,26.75036973,12345
146588263,infrastructure_160,edge32,edge,1024,4,3000,21.4459766,12345
146588263,infrastructure_160,edge33,edge,512,2,1500,17.13447739,12345
146588263,infrastructure_160,edge34,edge,1024,4,3000,25.26502757,12345
146588263,infrastructure_160,edge35,edge,1024,4,2500,21.96976354,12345
146588263,infrastructure_160,edge36,edge,512,2,1500,16.41905761,12345
146588263,infrastructure_160,edge37,edge,1024,4,3000,17.7873805,12345
146588263,infrastructure_160,edge38,edge,512,2,1500,22.23533264,12345
146588263,infrastructure_160,edge39,edge,1024,4,2500,21.5613845,12345
146588263,infrastructure_160,edge40,edge,1024,4,3000,25.01361619,12345
146588263,infrastructure_160,edge41,edge,1024,4,2500,18.90226656,12345
146588263,infrastructure_160,edge42,edge,1024,4,3000,22.83546548,12345
146588263,infrastructure_160,edge43,edge,1024,4,3000,16.65262467,12345
146588263,infrastructure_160,edge44,edge,1024,4,2500,24.11112148,12345
146588263,infrastructure_160,edge45,edge,1024,4,2500,18.71328917,12345
146588263,infrastructure_160,edge46,edge,512,2,1500,16.05449872,12345
146588263,infrastructure_160,edge47,edge,512,2,1500,17.93266726,12345
146588263,infrastructure_160,edge48,edge,1024,4,2500,19.83423787,12345
146588263,infrastructure_160,edge49,edge,512,2,1500,18.43472824,12345
146588263,infrastructure_160,edge50,edge,512,2,1500,10.65796933,12345
146588263,infrastructure_160,edge51,edge,1024,4,3000,27.42983851,12345
146588263,infrastructure_160,edge52,edge,512,2,1500,17.62231443,12345
146588263,infrastructure_160,edge53,edge,512,2,1500,12.03119929,12345
146588263,infrastructure_160,edge54,edge,1024,4,3000,17.19834687,12345
146588263,infrastructure_160,edge55,edge,1024,4,2500,27.16394082,12345
146588263,infrastructure_160,edge56,edge,1024,4,3000,20.11129233,12345
146588263,infrastructure_160,edge57,edge,1024,4,2500,25.14649499,12345
146588263,infrastructure_160,edge58,edge,1024,4,3000,24.25146924,12345
146588263,infrastructure_160,edge59,edge,512,2,1500,14.8495514,12345
146588263,infrastructure_160,edge60,edge,1024,4,2500,16.23246723,12345
146588263,infrastructure_160,edge61,edge,1024,4,2500,19.08496342,12345
146588263,infrastructure_160,edge62,edge,1024,4,3000,27.90664117,12345
146588263,infrastructure_160,edge63,edge,1024,4,3000,25.63424988,12345
146588263,infrastructure_160,edge64,edge,1024,4,2500,22.44903729,12345
146588263,infrastructure_160,edge65,edge,1024,4,3000,27.53918683,12345
146588263,infrastructure_160,edge66,edge,512,2,1500,18.77970187,12345
146588263,infrastructure_160,edge67,edge,1024,4,2500,28.96384665,12345
146588263,infrastructure_160,edge68,edge,1024,4,2500,20.67057327,12345
146588263,infrastructure_160,edge69,edge,1024,4,2500,19.90557092,12345
146588263,infrastructure_160,edge70,edge,512,2,1500,9.34116669,12345
146588263,infrastructure_160,edge71,edge,512,2,1500,16.11516613,12345
146588263,infrastructure_160,edge72,edge,1024,4,2500,22.9972013,12345
146588263,infrastructure_160,edge73,edge,1024,4,2500,27.96755414,12345
146588263,infrastructure_160,edge74,edge,1024,4,3000,17.99244697,12345
146588263,infrastructure_160,edge75,edge,1024,4,3000,21.62048857,12345
146588263,infrastructure_160,edge76,edge,1024,4,2500,25.67345922,12345
146588263,infrastructure_160,edge77,edge,512,2,1500,19.96894716,12345
146588263,infrastructure_160,edge78,edge,1024,4,2500,16.11243409,12345
146588263,infrastructure_160,edge79,edge,1024,4,3000,28.72203325,12345
146588263,infrastructure_160,edge80,edge,1024,4,2500,25.4265233,12345
146588263,infrastructure_160,edge81,edge,1024,4,2500,17.51066896,12345
146588263,infrastructure_160,edge82,edge,1024,4,2500,19.98828188,12345
146588263,infrastructure_160,edge83,edge,1024,4,2500,18.13668243,12345
146588263,infrastructure_160,edge84,edge,512,2,1500,20.55681656,12345
146588263,infrastructure_160,edge85,edge,1024,4,2500,18.67176104,12345
146588263,infrastructure_160,edge86,edge,1024,4,2500,22.83827503,12345
146588263,infrastructure_160,edge87,edge,1024,4,3000,25.49843151,12345
146588263,infrastructure_160,edge88,edge,512,2,1500,14.61716858,12345
146588263,infrastructure_160,edge89,edge,1024,4,3000,18.46438841,12345
146588263,infrastructure_160,edge90,edge,1024,4,3000,16.92081547,12345
146588263,infrastructure_160,edge91,edge,1024,4,3000,22.61433857,12345
146588263,infrastructure_160,edge92,edge,1024,4,2500,18.20621428,12345
146588263,infrastructure_160,edge93,edge,1024,4,2500,28.15021284,12345
146588263,infrastructure_160,edge94,edge,1024,4,2500,20.66009777,12345
146588263,infrastructure_160,edge95,edge,1024,4,2500,20.9331969,12345
146588263,infrastructure_160,edge96,edge,1024,4,3000,26.00973166,12345
146588263,infrastructure_160,edge97,edge,1024,4,3000,22.78312627,12345
146588263,infrastructure_160,edge98,edge,512,2,1500,15.58186168,12345
146588263,infrastructure_160,edge99,edge,1024,4,2500,27.56542009,12345
146588263,infrastructure_160,edge100,edge,1024,4,2500,24.54100544,12345
146588263,infrastructure_160,edge101,edge,1024,4,2500,16.63084219,12345
146588263,infrastructure_160,fog1,fog,3500,16,2000,105.3498829,12345
146588263,infrastructure_160,fog2,fog,2048,4,1500,32.07114344,12345
146588263,infrastructure_160,fog3,fog,2048,4,1500,68.87162637,12345
146588263,infrastructure_160,fog4,fog,4096,4,2000,82.71812849,12345
146588263,infrastructure_160,fog5,fog,2048,4,1500,51.30974439,12345
146588263,infrastructure_160,fog6,fog,4096,4,2000,33.00677809,12345
146588263,infrastructure_160,fog7,fog,2048,4,1500,65.43126272,12345
146588263,infrastructure_160,fog8,fog,3500,16,2000,96.69666762,12345
146588263,infrastructure_160,fog9,fog,2048,4,1500,54.30709235,12345
146588263,infrastructure_160,fog10,fog,2048,4,1500,90.65210895,12345
146588263,infrastructure_160,fog11,fog,2048,4,1500,63.08999931,12345
146588263,infrastructure_160,fog12,fog,3500,16,2000,95.9623142,12345
146588263,infrastructure_160,fog13,fog,3500,16,2000,103.54030902,12345
146588263,infrastructure_160,fog14,fog,3500,16,2000,88.42811118,12345
146588263,infrastructure_160,fog15,fog,2048,4,1500,82.55854999,12345
146588263,infrastructure_160,fog16,fog,2048,4,1500,54.72121925,12345
146588263,infrastructure_160,fog17,fog,3500,16,2000,76.62374884,12345
146588263,infrastructure_160,fog18,fog,2048,4,1500,43.53277659,12345
146588263,infrastructure_160,fog19,fog,3500,16,2000,93.2792358,12345
146588263,infrastructure_160,fog20,fog,3500,16,2000,118.80830562,12345
146588263,infrastructure_160,fog21,fog,2048,4,1500,79.23558271,12345
146588263,infrastructure_160,fog22,fog,3500,16,2000,118.48373097,12345
146588263,infrastructure_160,fog23,fog,2048,4,1500,61.45946729,12345
146588263,infrastructure_160,fog24,fog,3500,16,2000,104.17937394,12345
146588263,infrastructure_160,fog25,fog,3500,16,2000,124.11811353,12345
146588263,infrastructure_160,fog26,fog,4096,4,2000,96.79135887,12345
146588263,infrastructure_160,fog27,fog,2048,4,1500,72.42932384,12345
146588263,infrastructure_160,fog28,fog,2048,4,1500,70.97188002,12345
146588263,infrastructure_160,fog29,fog,3500,16,2000,89.58923669,12345
146588263,infrastructure_160,fog30,fog,3500,16,2000,66.87647304,12345
146588263,infrastructure_160,fog31,fog,4096,4,2000,79.17823679,12345
146588263,infrastructure_160,fog32,fog,2048,4,1500,40.84955868,12345
146588263,infrastructure_160,fog33,fog,2048,4,1500,64.67896044,12345
146588263,infrastructure_160,fog34,fog,2048,4,1500,68.12551584,12345
146588263,infrastructure_160,fog35,fog,4096,4,2000,55.40220079,12345
146588263,infrastructure_160,fog36,fog,2048,4,1500,41.83506566,12345
146588263,infrastructure_160,fog37,fog,3500,16,2000,65.19435925,12345
146588263,infrastructure_160,fog38,fog,2048,4,1500,76.54072725,12345
146588263,infrastructure_160,fog39,fog,2048,4,1500,91.39843722,12345
146588263,infrastructure_160,fog40,fog,3500,16,2000,84.47089352,12345
146588263,infrastructure_160,fog41,fog,2048,4,1500,93.57625513,12345
146588263,infrastructure_160,fog42,fog,4096,4,2000,93.54436547,12345
146588263,infrastructure_160,fog43,fog,2048,4,1500,52.04438279,12345
146588263,infrastructure_160,fog44,fog,2048,4,1500,70.51680249,12345
146588263,infrastructure_160,fog45,fog,3500,16,2000,117.84690919,12345
146588263,infrastructure_160,fog46,fog,3500,16,2000,91.62515988,12345
146588263,infrastructure_160,fog47,fog,4096,4,2000,48.66511985,12345
146588263,infrastructure_160,fog48,fog,3500,16,2000,79.01302068,12345
146588263,infrastructure_160,fog49,fog,1024,2,1000,63.52122093,12345
146588263,infrastructure_160,fog50,fog,3500,16,2000,124.93705901,12345
146588263,infrastructure_160,fog51,fog,2048,4,1500,53.2846648,12345
146588263,infrastructure_160,cloud1,cloud,inf,inf,inf,106.06338892,12345
146588263,infrastructure_160,cloud2,cloud,inf,inf,inf,137.45563725,12345
146588263,infrastructure_160,cloud3,cloud,inf,inf,inf,31.71105885,12345
146588263,infrastructure_160,cloud4,cloud,inf,inf,inf,42.54291502,12345
146588263,infrastructure_160,cloud5,cloud,inf,inf,inf,140.06946243,12345
146588263,infrastructure_160,cloud6,cloud,inf,inf,inf,104.912347,12345
146588263,infrastructure_160,cloud7,cloud,inf,inf,inf,127.88933951,12345
146588263,infrastructure_160,cloud8,cloud,inf,inf,inf,172.5427339,12345
146588263,infrastructure_165,edge1,edge,1024,4,2500,18.56494495,12345
146588263,infrastructure_165,edge2,edge,1024,4,2500,24.34919442,12345
146588263,infrastructure_165,edge3,edge,1024,4,3000,19.7499325,12345
146588263,infrastructure_165,edge4,edge,1024,4,2500,19.29503112,12345
146588263,infrastructure_165,edge5,edge,1024,4,2500,28.41638017,12345
146588263,infrastructure_165,edge6,edge,1024,4,3000,19.25135847,12345
146588263,infrastructure_165,edge7,edge,1024,4,3000,17.60219858,12345
146588263,infrastructure_165,edge8,edge,1024,4,3000,20.62252257,12345
146588263,infrastructure_165,edge9,edge,512,2,1500,16.47699446,12345
146588263,infrastructure_165,edge10,edge,512,2,1500,15.28347574,12345
146588263,infrastructure_165,edge11,edge,1024,4,2500,21.83381663,12345
146588263,infrastructure_165,edge12,edge,1024,4,2500,20.4063996,12345
146588263,infrastructure_165,edge13,edge,512,2,1500,14.88694807,12345
146588263,infrastructure_165,edge14,edge,1024,4,3000,25.5795458,12345
146588263,infrastructure_165,edge15,edge,1024,4,2500,21.37841807,12345
146588263,infrastructure_165,edge16,edge,1024,4,3000,21.31466861,12345
146588263,infrastructure_165,edge17,edge,1024,4,2500,20.20907176,12345
146588263,infrastructure_165,edge18,edge,512,2,1500,14.27825516,12345
146588263,infrastructure_165,edge19,edge,1024,4,2500,23.1314427,12345
146588263,infrastructure_165,edge20,edge,1024,4,3000,22.16031759,12345
146588263,infrastructure_165,edge21,edge,1024,4,3000,22.43330902,12345
146588263,infrastructure_165,edge22,edge,1024,4,2500,23.10635358,12345
146588263,infrastructure_165,edge23,edge,1024,4,3000,25.00709209,12345
146588263,infrastructure_165,edge24,edge,1024,4,3000,26.51825691,12345
146588263,infrastructure_165,edge25,edge,512,2,1500,9.94890035,12345
146588263,infrastructure_165,edge26,edge,1024,4,2500,23.7960261,12345
146588263,infrastructure_165,edge27,edge,1024,4,3000,22.54772744,12345
146588263,infrastructure_165,edge28,edge,1024,4,3000,17.1142923,12345
146588263,infrastructure_165,edge29,edge,512,2,1500,13.23803906,12345
146588263,infrastructure_165,edge30,edge,1024,4,3000,26.75602648,12345
146588263,infrastructure_165,edge31,edge,1024,4,3000,27.25036973,12345
146588263,infrastructure_165,edge32,edge,1024,4,3000,21.4459766,12345
146588263,infrastructure_165,edge33,edge,1024,4,3000,24.38447739,12345
146588263,infrastructure_165,edge34,edge,1024,4,3000,25.26502757,12345
146588263,infrastructure_165,edge35,edge,1024,4,3000,22.46976354,12345
146588263,infrastructure_165,edge36,edge,1024,4,2500,23.16905761,12345
146588263,infrastructure_165,edge37,edge,512,2,1500,10.5373805,12345
146588263,infrastructure_165,edge38,edge,1024,4,2500,28.98533264,12345
146588263,infrastructure_165,edge39,edge,1024,4,3000,22.0613845,12345
146588263,infrastructure_165,edge40,edge,1024,4,3000,25.01361619,12345
146588263,infrastructure_165,edge41,edge,1024,4,2500,18.90226656,12345
146588263,infrastructure_165,edge42,edge,1024,4,3000,22.83546548,12345
146588263,infrastructure_165,edge43,edge,1024,4,2500,16.15262467,12345
146588263,infrastructure_165,edge44,edge,1024,4,3000,24.61112148,12345
