dataset_seed,infrastructure,source_pool,target_pool,latency_ms,source,generator_seed
146588263,infrastructure_215,edge48,aws.faas.us-east-1,87.869,generated,12345
146588263,infrastructure_215,edge48,azure.faas.westeurope,51.541,generated,12345
146588263,infrastructure_215,edge48,azure.faas.eastus,90.199,generated,12345
146588263,infrastructure_215,edge48,gcp.faas.europe-west1,39.547,generated,12345
146588263,infrastructure_215,edge48,gcp.faas.us-central1,91.669,generated,12345
146588263,infrastructure_215,edge49,aws.faas.eu-west-1,37.963,generated,12345
146588263,infrastructure_215,edge49,aws.faas.us-east-1,129.805,generated,12345
146588263,infrastructure_215,edge49,azure.faas.westeurope,48.579,generated,12345
146588263,infrastructure_215,edge49,azure.faas.eastus,131.421,generated,12345
146588263,infrastructure_215,edge49,gcp.faas.europe-west1,23.913,generated,12345
146588263,infrastructure_215,edge49,gcp.faas.us-central1,122.846,generated,12345
146588263,infrastructure_215,edge50,aws.faas.eu-west-1,59.135,generated,12345
146588263,infrastructure_215,edge50,aws.faas.us-east-1,100.652,generated,12345
146588263,infrastructure_215,edge50,azure.faas.westeurope,58.105,generated,12345
146588263,infrastructure_215,edge50,azure.faas.eastus,100.921,generated,12345
146588263,infrastructure_215,edge50,gcp.faas.europe-west1,41.395,generated,12345
146588263,infrastructure_215,edge50,gcp.faas.us-central1,149.529,generated,12345
146588263,infrastructure_215,edge51,aws.faas.eu-west-1,52.98,generated,12345
146588263,infrastructure_215,edge51,aws.faas.us-east-1,104.808,generated,12345
146588263,infrastructure_215,edge51,azure.faas.westeurope,57.943,generated,12345
146588263,infrastructure_215,edge51,azure.faas.eastus,83.983,generated,12345
146588263,infrastructure_215,edge51,gcp.faas.europe-west1,35.061,generated,12345
146588263,infrastructure_215,edge51,gcp.faas.us-central1,133.409,generated,12345
146588263,infrastructure_215,edge52,aws.faas.eu-west-1,44.294,generated,12345
146588263,infrastructure_215,edge52,aws.faas.us-east-1,102.838,generated,12345
146588263,infrastructure_215,edge52,azure.faas.westeurope,29.87,generated,12345
146588263,infrastructure_215,edge52,azure.faas.eastus,80.931,generated,12345
146588263,infrastructure_215,edge52,gcp.faas.europe-west1,40.346,generated,12345
146588263,infrastructure_215,edge52,gcp.faas.us-central1,138.932,generated,12345
146588263,infrastructure_215,edge53,aws.faas.eu-west-1,28.76,generated,12345
146588263,infrastructure_215,edge53,aws.faas.us-east-1,135.796,generated,12345
146588263,infrastructure_215,edge53,azure.faas.westeurope,57.794,generated,12345
146588263,infrastructure_215,edge53,azure.faas.eastus,122.378,generated,12345
146588263,infrastructure_215,edge53,gcp.faas.europe-west1,25.744,generated,12345
146588263,infrastructure_215,edge53,gcp.faas.us-central1,116.974,generated,12345
146588263,infrastructure_215,edge54,aws.faas.eu-west-1,36.854,generated,12345
146588263,infrastructure_215,edge54,aws.faas.us-east-1,87.722,generated,12345
146588263,infrastructure_215,edge54,azure.faas.westeurope,54.198,generated,12345
146588263,infrastructure_215,edge54,azure.faas.eastus,142.403,generated,12345
146588263,infrastructure_215,edge54,gcp.faas.europe-west1,30.995,generated,12345
146588263,infrastructure_215,edge54,gcp.faas.us-central1,143.117,generated,12345
146588263,infrastructure_215,edge55,aws.faas.eu-west-1,30.252,generated,12345
146588263,infrastructure_215,edge55,aws.faas.us-east-1,106.073,generated,12345
146588263,infrastructure_215,edge55,azure.faas.westeurope,27.4,generated,12345
146588263,infrastructure_215,edge55,azure.faas.eastus,124.912,generated,12345
146588263,infrastructure_215,edge55,gcp.faas.europe-west1,46.521,generated,12345
146588263,infrastructure_215,edge55,gcp.faas.us-central1,135.004,generated,12345
146588263,infrastructure_215,edge56,aws.faas.eu-west-1,43.652,generated,12345
146588263,infrastructure_215,edge56,aws.faas.us-east-1,125.703,generated,12345
146588263,infrastructure_215,edge56,azure.faas.westeurope,25.719,generated,12345
146588263,infrastructure_215,edge56,azure.faas.eastus,137.51,generated,12345
146588263,infrastructure_215,edge56,gcp.faas.europe-west1,28.223,generated,12345
146588263,infrastructure_215,edge56,gcp.faas.us-central1,101.149,generated,12345
146588263,infrastructure_215,edge57,aws.faas.eu-west-1,46.543,generated,12345
146588263,infrastructure_215,edge57,aws.faas.us-east-1,82.854,generated,12345
146588263,infrastructure_215,edge57,azure.faas.westeurope,37.384,generated,12345
146588263,infrastructure_215,edge57,azure.faas.eastus,92.976,generated,12345
146588263,infrastructure_215,edge57,gcp.faas.europe-west1,52.073,generated,12345
146588263,infrastructure_215,edge57,gcp.faas.us-central1,99.698,generated,12345
146588263,infrastructure_215,edge58,aws.faas.eu-west-1,37.998,generated,12345
146588263,infrastructure_215,edge58,aws.faas.us-east-1,100.968,generated,12345
146588263,infrastructure_215,edge58,azure.faas.westeurope,50.109,generated,12345
146588263,infrastructure_215,edge58,azure.faas.eastus,118.858,generated,12345
146588263,infrastructure_215,edge58,gcp.faas.europe-west1,35.301,generated,12345
146588263,infrastructure_215,edge58,gcp.faas.us-central1,147.641,generated,12345
146588263,infrastructure_215,edge59,aws.faas.eu-west-1,47.373,generated,12345
146588263,infrastructure_215,edge59,aws.faas.us-east-1,143.905,generated,12345
146588263,infrastructure_215,edge59,azure.faas.westeurope,29.193,generated,12345
146588263,infrastructure_215,edge59,azure.faas.eastus,82.646,generated,12345
146588263,infrastructure_215,edge59,gcp.faas.europe-west1,51.338,generated,12345
146588263,infrastructure_215,edge59,gcp.faas.us-central1,132.071,generated,12345
146588263,infrastructure_215,edge60,aws.faas.eu-west-1,37.464,generated,12345
146588263,infrastructure_215,edge60,aws.faas.us-east-1,149.363,generated,12345
146588263,infrastructure_215,edge60,azure.faas.westeurope,44.49,generated,12345
146588263,infrastructure_215,edge60,azure.faas.eastus,117.22,generated,12345
146588263,infrastructure_215,edge60,gcp.faas.europe-west1,37.214,generated,12345
146588263,infrastructure_215,edge60,gcp.faas.us-central1,148.508,generated,12345
146588263,infrastructure_215,edge61,aws.faas.eu-west-1,31.868,generated,12345
146588263,infrastructure_215,edge61,aws.faas.us-east-1,143.075,generated,12345
146588263,infrastructure_215,edge61,azure.faas.westeurope,29.057,generated,12345
146588263,infrastructure_215,edge61,azure.faas.eastus,95.243,generated,12345
146588263,infrastructure_215,edge61,gcp.faas.europe-west1,38.707,generated,12345
146588263,infrastructure_215,edge61,gcp.faas.us-central1,99.275,generated,12345
146588263,infrastructure_215,edge62,aws.faas.eu-west-1,58.423,generated,12345
146588263,infrastructure_215,edge62,aws.faas.us-east-1,130.902,generated,12345
146588263,infrastructure_215,edge62,azure.faas.westeurope,23.001,generated,12345
146588263,infrastructure_215,edge62,azure.faas.eastus,93.317,generated,12345
146588263,infrastructure_215,edge62,gcp.faas.europe-west1,42.487,generated,12345
146588263,infrastructure_215,edge62,gcp.faas.us-central1,127.493,generated,12345
146588263,infrastructure_215,edge63,aws.faas.eu-west-1,29.593,generated,12345
146588263,infrastructure_215,edge63,aws.faas.us-east-1,109.805,generated,12345
146588263,infrastructure_215,edge63,azure.faas.westeurope,58.19,generated,12345
146588263,infrastructure_215,edge63,azure.faas.eastus,85.018,generated,12345
146588263,infrastructure_215,edge63,gcp.faas.europe-west1,40.337,generated,12345
146588263,infrastructure_215,edge63,gcp.faas.us-central1,123.734,generated,12345
146588263,infrastructure_215,edge64,aws.faas.eu-west-1,44.777,generated,12345
146588263,infrastructure_215,edge64,aws.faas.us-east-1,129.799,generated,12345
146588263,infrastructure_215,edge64,azure.faas.westeurope,34.662,generated,12345
146588263,infrastructure_215,edge64,azure.faas.eastus,132.599,generated,12345
146588263,infrastructure_215,edge64,gcp.faas.europe-west1,38.642,generated,12345
146588263,infrastructure_215,edge64,gcp.faas.us-central1,85.877,generated,12345
146588263,infrastructure_215,edge65,aws.faas.eu-west-1,30.078,generated,12345
146588263,infrastructure_215,edge65,aws.faas.us-east-1,81.676,generated,12345
146588263,infrastructure_215,edge65,azure.faas.westeurope,39.136,generated,12345
146588263,infrastructure_215,edge65,azure.faas.eastus,122.783,generated,12345
146588263,infrastructure_215,edge65,gcp.faas.europe-west1,47.225,generated,12345
146588263,infrastructure_215,edge65,gcp.faas.us-central1,146.008,generated,12345
146588263,infrastructure_215,edge66,aws.faas.eu-west-1,38.509,generated,12345
146588263,infrastructure_215,edge66,aws.faas.us-east-1,115.372,generated,12345
146588263,infrastructure_215,edge66,azure.faas.westeurope,56.779,generated,12345
146588263,infrastructure_215,edge66,azure.faas.eastus,94.278,generated,12345
146588263,infrastructure_215,edge66,gcp.faas.europe-west1,35.271,generated,12345
146588263,infrastructure_215,edge66,gcp.faas.us-central1,143.952,generated,12345
146588263,infrastructure_215,edge67,aws.faas.eu-west-1,33.896,generated,12345
146588263,infrastructure_215,edge67,aws.faas.us-east-1,111.537,generated,12345
146588263,infrastructure_215,edge67,azure.faas.westeurope,50.574,generated,12345
146588263,infrastructure_215,edge67,azure.faas.eastus,136.294,generated,12345
146588263,infrastructure_215,edge67,gcp.faas.europe-west1,44.238,generated,12345
146588263,infrastructure_215,edge67,gcp.faas.us-central1,145.83,generated,12345
146588263,infrastructure_215,edge68,aws.faas.eu-west-1,27.894,generated,12345
146588263,infrastructure_215,edge68,aws.faas.us-east-1,112.395,generated,12345
146588263,infrastructure_215,edge68,azure.faas.westeurope,26.998,generated,12345
146588263,infrastructure_215,edge68,azure.faas.eastus,91.492,generated,12345
146588263,infrastructure_215,edge68,gcp.faas.europe-west1,42.73,generated,12345
146588263,infrastructure_215,edge68,gcp.faas.us-central1,88.25,generated,12345
146588263,infrastructure_215,edge69,aws.faas.eu-west-1,20.818,generated,12345
146588263,infrastructure_215,edge69,aws.faas.us-east-1,141.077,generated,12345
146588263,infrastructure_215,edge69,azure.faas.westeurope,28.641,generated,12345
146588263,infrastructure_215,edge69,azure.faas.eastus,134.816,generated,12345
146588263,infrastructure_215,edge69,gcp.faas.europe-west1,51.323,generated,12345
146588263,infrastructure_215,edge69,gcp.faas.us-central1,129.054,generated,12345
146588263,infrastructure_215,edge70,aws.faas.eu-west-1,35.234,generated,12345
146588263,infrastructure_215,edge70,aws.faas.us-east-1,89.45,generated,12345
146588263,infrastructure_215,edge70,azure.faas.westeurope,33.396,generated,12345
146588263,infrastructure_215,edge70,azure.faas.eastus,106.212,generated,12345
146588263,infrastructure_215,edge70,gcp.faas.europe-west1,57.886,generated,12345
146588263,infrastructure_215,edge70,gcp.faas.us-central1,123.202,generated,12345
146588263,infrastructure_215,edge71,aws.faas.eu-west-1,25.094,generated,12345
146588263,infrastructure_215,edge71,aws.faas.us-east-1,147.35,generated,12345
146588263,infrastructure_215,edge71,azure.faas.westeurope,47.636,generated,12345
146588263,infrastructure_215,edge71,azure.faas.eastus,92.789,generated,12345
146588263,infrastructure_215,edge71,gcp.faas.europe-west1,33.126,generated,12345
146588263,infrastructure_215,edge71,gcp.faas.us-central1,90.751,generated,12345
146588263,infrastructure_215,edge72,aws.faas.eu-west-1,32.786,generated,12345
146588263,infrastructure_215,edge72,aws.faas.us-east-1,139.599,generated,12345
146588263,infrastructure_215,edge72,azure.faas.westeurope,22.226,generated,12345
146588263,infrastructure_215,edge72,azure.faas.eastus,146.791,generated,12345
146588263,infrastructure_215,edge72,gcp.faas.europe-west1,25.897,generated,12345
146588263,infrastructure_215,edge72,gcp.faas.us-central1,134.735,generated,12345
146588263,infrastructure_215,edge73,aws.faas.eu-west-1,59.072,generated,12345
146588263,infrastructure_215,edge73,aws.faas.us-east-1,97.301,generated,12345
146588263,infrastructure_215,edge73,azure.faas.westeurope,51.357,generated,12345
146588263,infrastructure_215,edge73,azure.faas.eastus,81.445,generated,12345
146588263,infrastructure_215,edge73,gcp.faas.europe-west1,55.087,generated,12345
146588263,infrastructure_215,edge73,gcp.faas.us-central1,104.528,generated,12345
146588263,infrastructure_215,edge74,aws.faas.eu-west-1,51.205,generated,12345
146588263,infrastructure_215,edge74,aws.faas.us-east-1,130.013,generated,12345
146588263,infrastructure_215,edge74,azure.faas.westeurope,44.845,generated,12345
146588263,infrastructure_215,edge74,azure.faas.eastus,140.13,generated,12345
146588263,infrastructure_215,edge74,gcp.faas.europe-west1,41.128,generated,12345
146588263,infrastructure_215,edge74,gcp.faas.us-central1,132.29,generated,12345
146588263,infrastructure_215,edge75,aws.faas.eu-west-1,34.634,generated,12345
146588263,infrastructure_215,edge75,aws.faas.us-east-1,92.106,generated,12345
146588263,infrastructure_215,edge75,azure.faas.westeurope,35.482,generated,12345
146588263,infrastructure_215,edge75,azure.faas.eastus,138.53,generated,12345
146588263,infrastructure_215,edge75,gcp.faas.europe-west1,46.856,generated,12345
146588263,infrastructure_215,edge75,gcp.faas.us-central1,125.999,generated,12345
146588263,infrastructure_215,edge76,aws.faas.eu-west-1,50.991,generated,12345
146588263,infrastructure_215,edge76,aws.faas.us-east-1,112.463,generated,12345
146588263,infrastructure_215,edge76,azure.faas.westeurope,33.366,generated,12345
146588263,infrastructure_215,edge76,azure.faas.eastus,106.828,generated,12345
146588263,infrastructure_215,edge76,gcp.faas.europe-west1,42.833,generated,12345
146588263,infrastructure_215,edge76,gcp.faas.us-central1,126.625,generated,12345
146588263,infrastructure_215,edge77,aws.faas.eu-west-1,54.524,generated,12345
146588263,infrastructure_215,edge77,aws.faas.us-east-1,118.307,generated,12345
146588263,infrastructure_215,edge77,azure.faas.westeurope,43.428,generated,12345
146588263,infrastructure_215,edge77,azure.faas.eastus,118.973,generated,12345
146588263,infrastructure_215,edge77,gcp.faas.europe-west1,55.331,generated,12345
146588263,infrastructure_215,edge77,gcp.faas.us-central1,131.507,generated,12345
146588263,infrastructure_215,edge78,aws.faas.eu-west-1,27.229,generated,12345
146588263,infrastructure_215,edge78,aws.faas.us-east-1,122.406,generated,12345
146588263,infrastructure_215,edge78,azure.faas.westeurope,52.821,generated,12345
146588263,infrastructure_215,edge78,azure.faas.eastus,127.236,generated,12345
146588263,infrastructure_215,edge78,gcp.faas.europe-west1,47.757,generated,12345
146588263,infrastructure_215,edge78,gcp.faas.us-central1,143.133,generated,12345
146588263,infrastructure_215,edge79,aws.faas.eu-west-1,42.134,generated,12345
146588263,infrastructure_215,edge79,aws.faas.us-east-1,114.944,generated,12345
146588263,infrastructure_215,edge79,azure.faas.westeurope,49.743,generated,12345
146588263,infrastructure_215,edge79,azure.faas.eastus,141.019,generated,12345
146588263,infrastructure_215,edge79,gcp.faas.europe-west1,32.747,generated,12345
146588263,infrastructure_215,edge79,gcp.faas.us-central1,144.163,generated,12345
146588263,infrastructure_215,edge80,aws.faas.eu-west-1,45.16,generated,12345
146588263,infrastructure_215,edge80,aws.faas.us-east-1,85.428,generated,12345
146588263,infrastructure_215,edge80,azure.faas.westeurope,27.318,generated,12345
146588263,infrastructure_215,edge80,azure.faas.eastus,106.094,generated,12345
146588263,infrastructure_215,edge80,gcp.faas.europe-west1,58.676,generated,12345
146588263,infrastructure_215,edge80,gcp.faas.us-central1,94.266,generated,12345
146588263,infrastructure_215,edge81,aws.faas.eu-west-1,50.157,generated,12345
146588263,infrastructure_215,edge81,aws.faas.us-east-1,113.405,generated,12345
146588263,infrastructure_215,edge81,azure.faas.westeurope,55.219,generated,12345
146588263,infrastructure_215,edge81,azure.faas.eastus,149.823,generated,12345
146588263,infrastructure_215,edge81,gcp.faas.europe-west1,38.84,generated,12345
146588263,infrastructure_215,edge81,gcp.faas.us-central1,123.016,generated,12345
146588263,infrastructure_215,edge82,aws.faas.eu-west-1,33.119,generated,12345
146588263,infrastructure_215,edge82,aws.faas.us-east-1,115.792,generated,12345
146588263,infrastructure_215,edge82,azure.faas.westeurope,58.073,generated,12345
146588263,infrastructure_215,edge82,azure.faas.eastus,137.767,generated,12345
146588263,infrastructure_215,edge82,gcp.faas.europe-west1,37.941,generated,12345
146588263,infrastructure_215,edge82,gcp.faas.us-central1,111.807,generated,12345
146588263,infrastructure_215,edge83,aws.faas.eu-west-1,53.294,generated,12345
146588263,infrastructure_215,edge83,aws.faas.us-east-1,96.143,generated,12345
146588263,infrastructure_215,edge83,azure.faas.westeurope,21.452,generated,12345
146588263,infrastructure_215,edge83,azure.faas.eastus,142.468,generated,12345
146588263,infrastructure_215,edge83,gcp.faas.europe-west1,34.12,generated,12345
146588263,infrastructure_215,edge83,gcp.faas.us-central1,106.912,generated,12345
146588263,infrastructure_215,edge84,aws.faas.eu-west-1,28.508,generated,12345
146588263,infrastructure_215,edge84,aws.faas.us-east-1,142.648,generated,12345
146588263,infrastructure_215,edge84,azure.faas.westeurope,46.734,generated,12345
146588263,infrastructure_215,edge84,azure.faas.eastus,108.808,generated,12345
146588263,infrastructure_215,edge84,gcp.faas.europe-west1,23.268,generated,12345
146588263,infrastructure_215,edge84,gcp.faas.us-central1,136.845,generated,12345
146588263,infrastructure_215,edge85,aws.faas.eu-west-1,45.148,generated,12345
146588263,infrastructure_215,edge85,aws.faas.us-east-1,118.536,generated,12345
146588263,infrastructure_215,edge85,azure.faas.westeurope,39.147,generated,12345
146588263,infrastructure_215,edge85,azure.faas.eastus,147.196,generated,12345
146588263,infrastructure_215,edge85,gcp.faas.europe-west1,43.466,generated,12345
146588263,infrastructure_215,edge85,gcp.faas.us-central1,145.938,generated,12345
146588263,infrastructure_215,edge86,aws.faas.eu-west-1,29.678,generated,12345
146588263,infrastructure_215,edge86,aws.faas.us-east-1,115.266,generated,12345
146588263,infrastructure_215,edge86,azure.faas.westeurope,29.004,generated,12345
146588263,infrastructure_215,edge86,azure.faas.eastus,81.055,generated,12345
146588263,infrastructure_215,edge86,gcp.faas.europe-west1,23.047,generated,12345
146588263,infrastructure_215,edge86,gcp.faas.us-central1,98.307,generated,12345
146588263,infrastructure_215,edge87,aws.faas.eu-west-1,23.648,generated,12345
146588263,infrastructure_215,edge87,aws.faas.us-east-1,148.798,generated,12345
146588263,infrastructure_215,edge87,azure.faas.westeurope,53.325,generated,12345
146588263,infrastructure_215,edge87,azure.faas.eastus,130.96,generated,12345
146588263,infrastructure_215,edge87,gcp.faas.europe-west1,53.302,generated,12345
146588263,infrastructure_215,edge87,gcp.faas.us-central1,86.846,generated,12345
146588263,infrastructure_215,edge88,aws.faas.eu-west-1,41.169,generated,12345
146588263,infrastructure_215,edge88,aws.faas.us-east-1,144.783,generated,12345
146588263,infrastructure_215,edge88,azure.faas.westeurope,29.281,generated,12345
146588263,infrastructure_215,edge88,azure.faas.eastus,87.553,generated,12345
146588263,infrastructure_215,edge88,gcp.faas.europe-west1,59.118,generated,12345
146588263,infrastructure_215,edge88,gcp.faas.us-central1,124.194,generated,12345
146588263,infrastructure_215,edge89,aws.faas.eu-west-1,30.752,generated,12345
146588263,infrastructure_215,edge89,aws.faas.us-east-1,114.885,generated,12345
146588263,infrastructure_215,edge89,azure.faas.westeurope,59.168,generated,12345
146588263,infrastructure_215,edge89,azure.faas.eastus,98.06,generated,12345
146588263,infrastructure_215,edge89,gcp.faas.europe-west1,38.881,generated,12345
146588263,infrastructure_215,edge89,gcp.faas.us-central1,140.423,generated,12345
146588263,infrastructure_215,edge90,aws.faas.eu-west-1,23.054,generated,12345
146588263,infrastructure_215,edge90,aws.faas.us-east-1,100.769,generated,12345
146588263,infrastructure_215,edge90,azure.faas.westeurope,29.981,generated,12345
146588263,infrastructure_215,edge90,azure.faas.eastus,111.787,generated,12345
146588263,infrastructure_215,edge90,gcp.faas.europe-west1,48.836,generated,12345
146588263,infrastructure_215,edge90,gcp.faas.us-central1,131.418,generated,12345
146588263,infrastructure_215,edge91,aws.faas.eu-west-1,56.806,generated,12345
146588263,infrastructure_215,edge91,aws.faas.us-east-1,100.061,generated,12345
146588263,infrastructure_215,edge91,azure.faas.westeurope,23.65,generated,12345
146588263,infrastructure_215,edge91,azure.faas.eastus,93.178,generated,12345
146588263,infrastructure_215,edge91,gcp.faas.europe-west1,43.01,generated,12345
146588263,infrastructure_215,edge91,gcp.faas.us-central1,90.29,generated,12345
146588263,infrastructure_215,edge92,aws.faas.eu-west-1,45.31,generated,12345
146588263,infrastructure_215,edge92,aws.faas.us-east-1,130.849,generated,12345
146588263,infrastructure_215,edge92,azure.faas.westeurope,46.229,generated,12345
146588263,infrastructure_215,edge92,azure.faas.eastus,88.925,generated,12345
146588263,infrastructure_215,edge92,gcp.faas.europe-west1,35.478,generated,12345
146588263,infrastructure_215,edge92,gcp.faas.us-central1,95.778,generated,12345
146588263,infrastructure_215,edge93,aws.faas.eu-west-1,31.344,generated,12345
146588263,infrastructure_215,edge93,aws.faas.us-east-1,84.63,generated,12345
146588263,infrastructure_215,edge93,azure.faas.westeurope,41.51,generated,12345
146588263,infrastructure_215,edge93,azure.faas.eastus,108.159,generated,12345
146588263,infrastructure_215,edge93,gcp.faas.europe-west1,35.329,generated,12345
146588263,infrastructure_215,edge93,gcp.faas.us-central1,125.22,generated,12345
146588263,infrastructure_215,edge94,aws.faas.eu-west-1,48.79,generated,12345
146588263,infrastructure_215,edge94,aws.faas.us-east-1,134.346,generated,12345
146588263,infrastructure_215,edge94,azure.faas.westeurope,40.572,generated,12345
146588263,infrastructure_215,edge94,azure.faas.eastus,103.867,generated,12345
146588263,infrastructure_215,edge94,gcp.faas.europe-west1,39.214,generated,12345
146588263,infrastructure_215,edge94,gcp.faas.us-central1,119.456,generated,12345
146588263,infrastructure_215,edge95,aws.faas.eu-west-1,33.944,generated,12345
146588263,infrastructure_215,edge95,aws.faas.us-east-1,99.587,generated,12345
146588263,infrastructure_215,edge95,azure.faas.westeurope,52.531,generated,12345
146588263,infrastructure_215,edge95,azure.faas.eastus,83.171,generated,12345
146588263,infrastructure_215,edge95,gcp.faas.europe-west1,55.094,generated,12345
146588263,infrastructure_215,edge95,gcp.faas.us-central1,111.068,generated,12345
146588263,infrastructure_215,edge96,aws.faas.eu-west-1,43.635,generated,12345
146588263,infrastructure_215,edge96,aws.faas.us-east-1,82.163,generated,12345
146588263,infrastructure_215,edge96,azure.faas.westeurope,33.25,generated,12345
146588263,infrastructure_215,edge96,azure.faas.eastus,140.277,generated,12345
146588263,infrastructure_215,edge96,gcp.faas.europe-west1,27.987,generated,12345
146588263,infrastructure_215,edge96,gcp.faas.us-central1,100.795,generated,12345
146588263,infrastructure_215,edge97,aws.faas.eu-west-1,36.026,generated,12345
146588263,infrastructure_215,edge97,aws.faas.us-east-1,97.622,generated,12345
146588263,infrastructure_215,edge97,azure.faas.westeurope,40.574,generated,12345
146588263,infrastructure_215,edge97,azure.faas.eastus,131.313,generated,12345
146588263,infrastructure_215,edge97,gcp.faas.europe-west1,35.211,generated,12345
146588263,infrastructure_215,edge97,gcp.faas.us-central1,108.564,generated,12345
146588263,infrastructure_215,edge98,aws.faas.eu-west-1,56.794,generated,12345
146588263,infrastructure_215,edge98,aws.faas.us-east-1,84.877,generated,12345
146588263,infrastructure_215,edge98,azure.faas.westeurope,30.582,generated,12345
146588263,infrastructure_215,edge98,azure.faas.eastus,109.344,generated,12345
146588263,infrastructure_215,edge98,gcp.faas.europe-west1,56.875,generated,12345
146588263,infrastructure_215,edge98,gcp.faas.us-central1,122.481,generated,12345
146588263,infrastructure_215,edge99,aws.faas.eu-west-1,38.816,generated,12345
146588263,infrastructure_215,edge99,aws.faas.us-east-1,94.15,generated,12345
146588263,infrastructure_215,edge99,azure.faas.westeurope,21.067,generated,12345
146588263,infrastructure_215,edge99,azure.faas.eastus,91.63,generated,12345
146588263,infrastructure_215,edge99,gcp.faas.europe-west1,26.027,generated,12345
146588263,infrastructure_215,edge99,gcp.faas.us-central1,81.405,generated,12345
146588263,infrastructure_215,edge100,aws.faas.eu-west-1,27.342,generated,12345
146588263,infrastructure_215,edge100,aws.faas.us-east-1,103.294,generated,12345
146588263,infrastructure_215,edge100,azure.faas.westeurope,41.538,generated,12345
146588263,infrastructure_215,edge100,azure.faas.eastus,131.054,generated,12345
146588263,infrastructure_215,edge100,gcp.faas.europe-west1,35.394,generated,12345
146588263,infrastructure_215,edge100,gcp.faas.us-central1,94.033,generated,12345
146588263,infrastructure_215,edge101,aws.faas.eu-west-1,55.19,generated,12345
146588263,infrastructure_215,edge101,aws.faas.us-east-1,142.586,generated,12345
146588263,infrastructure_215,edge101,azure.faas.westeurope,46.661,generated,12345
146588263,infrastructure_215,edge101,azure.faas.eastus,139.924,generated,12345
146588263,infrastructure_215,edge101,gcp.faas.europe-west1,46.467,generated,12345
146588263,infrastructure_215,edge101,gcp.faas.us-central1,138.042,generated,12345
146588263,infrastructure_215,edge102,aws.faas.eu-west-1,53.763,generated,12345
146588263,infrastructure_215,edge102,aws.faas.us-east-1,88.674,generated,12345
146588263,infrastructure_215,edge102,azure.faas.westeurope,56.843,generated,12345
146588263,infrastructure_215,edge102,azure.faas.eastus,111.935,generated,12345
146588263,infrastructure_215,edge102,gcp.faas.europe-west1,23.216,generated,12345
146588263,infrastructure_215,edge102,gcp.faas.us-central1,92.078,generated,12345
146588263,infrastructure_215,edge103,aws.faas.eu-west-1,23.288,generated,12345
146588263,infrastructure_215,edge103,aws.faas.us-east-1,80.534,generated,12345
146588263,infrastructure_215,edge103,azure.faas.westeurope,27.52,generated,12345
146588263,infrastructure_215,edge103,azure.faas.eastus,83.192,generated,12345
146588263,infrastructure_215,edge103,gcp.faas.europe-west1,56.65,generated,12345
146588263,infrastructure_215,edge103,gcp.faas.us-central1,123.503,generated,12345
146588263,infrastructure_215,edge104,aws.faas.eu-west-1,47.042,generated,12345
146588263,infrastructure_215,edge104,aws.faas.us-east-1,147.236,generated,12345
146588263,infrastructure_215,edge104,azure.faas.westeurope,35.321,generated,12345
146588263,infrastructure_215,edge104,azure.faas.eastus,107.939,generated,12345
146588263,infrastructure_215,edge104,gcp.faas.europe-west1,27.931,generated,12345
146588263,infrastructure_215,edge104,gcp.faas.us-central1,82.63,generated,12345
146588263,infrastructure_215,edge105,aws.faas.eu-west-1,31.044,generated,12345
146588263,infrastructure_215,edge105,aws.faas.us-east-1,112.08,generated,12345
146588263,infrastructure_215,edge105,azure.faas.westeurope,39.217,generated,12345
146588263,infrastructure_215,edge105,azure.faas.eastus,149.865,generated,12345
146588263,infrastructure_215,edge105,gcp.faas.europe-west1,27.289,generated,12345
146588263,infrastructure_215,edge105,gcp.faas.us-central1,99.192,generated,12345
146588263,infrastructure_215,edge106,aws.faas.eu-west-1,56.397,generated,12345
146588263,infrastructure_215,edge106,aws.faas.us-east-1,117.895,generated,12345
146588263,infrastructure_215,edge106,azure.faas.westeurope,52.549,generated,12345
146588263,infrastructure_215,edge106,azure.faas.eastus,101.38,generated,12345
146588263,infrastructure_215,edge106,gcp.faas.europe-west1,52.08,generated,12345
146588263,infrastructure_215,edge106,gcp.faas.us-central1,86.564,generated,12345
146588263,infrastructure_215,edge107,aws.faas.eu-west-1,31.971,generated,12345
146588263,infrastructure_215,edge107,aws.faas.us-east-1,94.494,generated,12345
146588263,infrastructure_215,edge107,azure.faas.westeurope,57.641,generated,12345
146588263,infrastructure_215,edge107,azure.faas.eastus,96.373,generated,12345
146588263,infrastructure_215,edge107,gcp.faas.europe-west1,25.119,generated,12345
146588263,infrastructure_215,edge107,gcp.faas.us-central1,101.563,generated,12345
146588263,infrastructure_215,edge108,aws.faas.eu-west-1,48.372,generated,12345
146588263,infrastructure_215,edge108,aws.faas.us-east-1,148.0,generated,12345
146588263,infrastructure_215,edge108,azure.faas.westeurope,22.477,generated,12345
146588263,infrastructure_215,edge108,azure.faas.eastus,95.26,generated,12345
146588263,infrastructure_215,edge108,gcp.faas.europe-west1,49.942,generated,12345
146588263,infrastructure_215,edge108,gcp.faas.us-central1,142.559,generated,12345
146588263,infrastructure_215,edge109,aws.faas.eu-west-1,21.546,generated,12345
146588263,infrastructure_215,edge109,aws.faas.us-east-1,127.518,generated,12345
146588263,infrastructure_215,edge109,azure.faas.westeurope,45.926,generated,12345
146588263,infrastructure_215,edge109,azure.faas.eastus,121.499,generated,12345
