application,dataset_seed,infrastructure,task,security_threshold,eligible_candidates,latency_feasible,security_feasible,witness_found,witness_cost,ac_pool_domain_size,local_budget_quantile,local_budget,min_eligible_cost,global_budget_factor,global_budget_slack,cheapest_eligible_binding_cost,global_budget,norm_cost_min,norm_cost_max,norm_latency_min,norm_latency_max,norm_security_min,norm_security_max
arOrch,146588263,infrastructure_170,fCheckDCC,1.0,116,True,True,True,29.57627271,33,0.75,55.44678126,29.57627271,,,,,,,,,,
arOrch,146588263,infrastructure_170,fRules,1.0,184,True,True,True,29.37100829,50,0.75,56.14337848,29.37100829,,,,,,,,,,
arOrch,146588263,infrastructure_170,fAR,1.0,17,True,True,True,51.30974439,17,0.75,79.17823679,51.30974439,,,,,,,,,,
arOrch,146588263,infrastructure_170,__global__,,,,,True,,,,,,1.5,0.25,163.920812,198.12985272,26.25002341,517.36611341,0.0,599.46,0.33,1.0
arOrch,146588263,infrastructure_175,fLogin,1.0,132,True,True,True,18.1785545,120,0.75,36.36146489,18.1785545,,,,,,,,,,
arOrch,146588263,infrastructure_175,fCrop,0.66,19,True,True,True,37.74951991,19,0.75,77.58245328,37.74951991,,,,,,,,,,
arOrch,146588263,infrastructure_175,fGeo,0.66,501,True,True,True,8.30621704,120,0.75,24.9874118,8.30621704,,,,,,,,,,
arOrch,146588263,infrastructure_175,fDCC,1.0,33,True,True,True,15.5334328,120,0.75,35.48594001,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_175,fCheckDCC,1.0,99,True,True,True,25.44328603,34,0.75,56.81478889,25.44328603,,,,,,,,,,
arOrch,146588263,infrastructure_175,fRules,1.0,156,True,True,True,20.75576615,53,0.75,63.50853853,20.75576615,,,,,,,,,,
arOrch,146588263,infrastructure_175,fAR,1.0,19,True,True,True,44.34955868,19,0.75,77.58245328,44.34955868,,,,,,,,,,
arOrch,146588263,infrastructure_175,__global__,,,,,True,,,,,,1.5,0.25,147.21680902,188.45295351,25.81273659,418.41942598,0.0,599.085,0.33,1.0
arOrch,146588263,infrastructure_180,fLogin,1.0,60,True,True,True,16.03557172,123,0.75,35.25840125,16.03557172,,,,,,,,,,
arOrch,146588263,infrastructure_180,fCrop,0.66,21,True,True,True,29.50677809,21,0.75,82.55854999,29.50677809,,,,,,,,,,
arOrch,146588263,infrastructure_180,fGeo,0.66,261,True,True,True,8.46040774,123,0.75,20.83587479,8.46040774,,,,,,,,,,
arOrch,146588263,infrastructure_180,fDCC,1.0,30,True,True,True,16.03557172,123,0.75,30.85368162,16.03557172,,,,,,,,,,
arOrch,146588263,infrastructure_180,fCheckDCC,1.0,150,True,True,True,26.75743743,34,0.75,55.09125195,26.75743743,,,,,,,,,,
arOrch,146588263,infrastructure_180,fRules,1.0,153,True,True,True,20.8726153,55,0.75,61.97765844,20.8726153,,,,,,,,,,
arOrch,146588263,infrastructure_180,fAR,1.0,21,True,True,True,44.34955868,21,0.75,82.55854999,44.34955868,,,,,,,,,,
arOrch,146588263,infrastructure_180,__global__,,,,,True,,,,,,1.5,0.25,138.20291432,181.30206395,27.59023586,465.29965348,0.0,596.462,0.33,1.0
arOrch,146588263,infrastructure_185,fLogin,1.0,112,True,True,True,18.1785545,124,0.75,35.31694285,18.1785545,,,,,,,,,,
arOrch,146588263,infrastructure_185,fCrop,0.66,25,True,True,True,32.07114344,25,0.75,78.02931729,32.07114344,,,,,,,,,,
arOrch,146588263,infrastructure_185,fGeo,0.66,318,True,True,True,8.32631233,124,0.75,22.37250717,8.32631233,,,,,,,,,,
arOrch,146588263,infrastructure_185,fDCC,1.0,28,True,True,True,15.5334328,124,0.75,31.29559306,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_185,fCheckDCC,1.0,140,True,True,True,28.40399141,31,0.75,55.1827232,28.40399141,,,,,,,,,,
arOrch,146588263,infrastructure_185,fRules,1.0,159,True,True,True,26.57033946,56,0.75,59.23825874,26.57033946,,,,,,,,,,
arOrch,146588263,infrastructure_185,fAR,1.0,25,True,True,True,32.56740612,25,0.75,78.02931729,32.56740612,,,,,,,,,,
arOrch,146588263,infrastructure_185,__global__,,,,,True,,,,,,1.5,0.25,134.16401462,176.18655313,31.26146038,540.70860608,0.0,598.396,0.33,1.0
arOrch,146588263,infrastructure_190,fLogin,1.0,96,True,True,True,16.03557172,130,0.75,30.41666022,16.03557172,,,,,,,,,,
arOrch,146588263,infrastructure_190,fCrop,0.66,24,True,True,True,40.84955868,24,0.75,84.09890151,40.84955868,,,,,,,,,,
arOrch,146588263,infrastructure_190,fGeo,0.66,453,True,True,True,8.30621704,130,0.75,19.14339049,8.30621704,,,,,,,,,,
arOrch,146588263,infrastructure_190,fDCC,1.0,32,True,True,True,15.5334328,130,0.75,26.39531883,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_190,fCheckDCC,1.0,128,True,True,True,25.44328603,35,0.75,47.52603159,25.44328603,,,,,,,,,,
arOrch,146588263,infrastructure_190,fRules,1.0,168,True,True,True,20.8726153,59,0.75,59.37800825,20.8726153,,,,,,,,,,
arOrch,146588263,infrastructure_190,fAR,1.0,24,True,True,True,46.38606756,24,0.75,84.09890151,46.38606756,,,,,,,,,,
arOrch,146588263,infrastructure_190,__global__,,,,,True,,,,,,1.5,0.25,150.26879847,187.10289697,28.28176743,538.2546228,0.0,599.744,0.33,1.0
arOrch,146588263,infrastructure_195,fLogin,1.0,56,True,True,True,18.1785545,134,0.75,33.94122901,18.1785545,,,,,,,,,,
arOrch,146588263,infrastructure_195,fCrop,0.66,26,True,True,True,32.56740612,26,0.75,72.16682498,32.56740612,,,,,,,,,,
arOrch,146588263,infrastructure_195,fGeo,0.66,431,True,True,True,8.46040774,134,0.75,19.14339049,8.46040774,,,,,,,,,,
arOrch,146588263,infrastructure_195,fDCC,1.0,28,True,True,True,15.5334328,134,0.75,29.79723489,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_195,fCheckDCC,1.0,140,True,True,True,28.40399141,32,0.75,53.03317032,28.40399141,,,,,,,,,,
arOrch,146588263,infrastructure_195,fRules,1.0,162,True,True,True,19.92263628,58,0.75,57.52032769,19.92263628,,,,,,,,,,
arOrch,146588263,infrastructure_195,fAR,1.0,26,True,True,True,35.57114344,26,0.75,72.16682498,35.57114344,,,,,,,,,,
arOrch,146588263,infrastructure_195,__global__,,,,,True,,,,,,1.5,0.25,134.47425845,171.47875717,25.44240798,539.34678989,0.0,599.631,0.33,1.0
arOrch,146588263,infrastructure_200,fLogin,1.0,144,True,True,True,14.75338905,144,0.75,35.58698574,14.75338905,,,,,,,,,,
arOrch,146588263,infrastructure_200,fCrop,0.66,23,True,True,True,32.07114344,23,0.75,71.03461165,32.07114344,,,,,,,,,,
arOrch,146588263,infrastructure_200,fGeo,0.66,651,True,True,True,8.29558335,144,0.75,22.37250717,8.29558335,,,,,,,,,,
arOrch,146588263,infrastructure_200,fDCC,1.0,36,True,True,True,14.75338905,144,0.75,32.63509623,14.75338905,,,,,,,,,,
arOrch,146588263,infrastructure_200,fCheckDCC,1.0,144,True,True,True,26.75743743,38,0.75,55.60466521,26.75743743,,,,,,,,,,
arOrch,146588263,infrastructure_200,fRules,1.0,177,True,True,True,20.66870065,61,0.75,59.8494528,20.66870065,,,,,,,,,,
arOrch,146588263,infrastructure_200,fAR,1.0,23,True,True,True,36.06740612,23,0.75,71.03461165,36.06740612,,,,,,,,,,
arOrch,146588263,infrastructure_200,__global__,,,,,True,,,,,,1.5,0.25,129.65398005,169.8382029,24.10535387,517.238321,0.0,599.631,0.33,1.0
arOrch,146588263,infrastructure_205,fLogin,1.0,132,True,True,True,18.92881454,146,0.75,36.28628563,18.92881454,,,,,,,,,,
arOrch,146588263,infrastructure_205,fCrop,0.66,28,True,True,True,29.50677809,28,0.75,74.77346921,29.50677809,,,,,,,,,,
arOrch,146588263,infrastructure_205,fGeo,0.66,643,True,True,True,8.29558335,146,0.75,20.22510484,8.29558335,,,,,,,,,,
arOrch,146588263,infrastructure_205,fDCC,1.0,33,True,True,True,16.17452414,146,0.75,31.479578,16.17452414,,,,,,,,,,
arOrch,146588263,infrastructure_205,fCheckDCC,1.0,165,True,True,True,29.57627271,37,0.75,56.6973213,29.57627271,,,,,,,,,,
arOrch,146588263,infrastructure_205,fRules,1.0,244,True,True,True,19.92263628,65,0.75,62.32619171,19.92263628,,,,,,,,,,
arOrch,146588263,infrastructure_205,fAR,1.0,28,True,True,True,32.56740612,28,0.75,74.77346921,32.56740612,,,,,,,,,,
arOrch,146588263,infrastructure_205,__global__,,,,,True,,,,,,1.5,0.25,130.22256074,171.9293364,28.19202167,470.45307665,0.0,599.631,0.33,1.0
arOrch,146588263,infrastructure_210,fLogin,1.0,87,True,True,True,18.92881454,148,0.75,34.26018024,18.92881454,,,,,,,,,,
arOrch,146588263,infrastructure_210,fCrop,0.66,30,True,True,True,36.06740612,30,0.75,82.24920099,36.06740612,,,,,,,,,,
arOrch,146588263,infrastructure_210,fGeo,0.66,278,True,True,True,8.29558335,148,0.75,20.62963481,8.29558335,,,,,,,,,,
arOrch,146588263,infrastructure_210,fDCC,1.0,29,True,True,True,16.17452414,148,0.75,29.62093274,16.17452414,,,,,,,,,,
arOrch,146588263,infrastructure_210,fCheckDCC,1.0,87,True,True,True,29.57627271,34,0.75,53.53153163,29.57627271,,,,,,,,,,
arOrch,146588263,infrastructure_210,fRules,1.0,236,True,True,True,21.386039,64,0.75,60.22297309,21.386039,,,,,,,,,,
arOrch,146588263,infrastructure_210,fAR,1.0,30,True,True,True,37.74951991,30,0.75,82.24920099,37.74951991,,,,,,,,,,
arOrch,146588263,infrastructure_210,__global__,,,,,True,,,,,,1.5,0.25,142.69700391,183.49435347,25.84728932,545.55568705,0.0,598.939,0.33,1.0
arOrch,146588263,infrastructure_215,fLogin,1.0,117,True,True,True,18.1785545,143,0.75,35.77621041,18.1785545,,,,,,,,,,
arOrch,146588263,infrastructure_215,fCrop,0.66,26,True,True,True,35.57114344,26,0.75,77.59432881,35.57114344,,,,,,,,,,
arOrch,146588263,infrastructure_215,fGeo,0.66,528,True,True,True,8.36623361,143,0.75,20.71976663,8.36623361,,,,,,,,,,
arOrch,146588263,infrastructure_215,fDCC,1.0,39,True,True,True,15.5334328,143,0.75,31.8512689,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_215,fCheckDCC,1.0,195,True,True,True,28.40399141,39,0.75,55.90032877,28.40399141,,,,,,,,,,
arOrch,146588263,infrastructure_215,fRules,1.0,260,True,True,True,21.51265184,65,0.75,61.98154183,21.51265184,,,,,,,,,,
arOrch,146588263,infrastructure_215,fAR,1.0,26,True,True,True,40.84955868,26,0.75,77.59432881,40.84955868,,,,,,,,,,
arOrch,146588263,infrastructure_215,__global__,,,,,True,,,,,,1.5,0.25,143.45724465,183.21214321,25.44240798,405.54275989,0.0,597.827,0.33,1.0
arOrch,146588263,infrastructure_220,fLogin,1.0,114,True,True,True,18.1785545,156,0.75,31.54499966,18.1785545,,,,,,,,,,
arOrch,146588263,infrastructure_220,fCrop,0.66,24,True,True,True,43.73089897,24,0.75,82.72249204,43.73089897,,,,,,,,,,
arOrch,146588263,infrastructure_220,fGeo,0.66,285,True,True,True,8.29558335,156,0.75,20.22946272,8.29558335,,,,,,,,,,
arOrch,146588263,infrastructure_220,fDCC,1.0,38,True,True,True,15.5334328,156,0.75,27.46321424,15.5334328,,,,,,,,,,
arOrch,146588263,infrastructure_220,fCheckDCC,1.0,190,True,True,True,28.40399141,41,0.75,49.28906196,28.40399141,,,,,,,,,,
arOrch,146588263,infrastructure_220,fRules,1.0,186,True,True,True,19.92263628,65,0.75,55.45019471,19.92263628,,,,,,,,,,
arOrch,146588263,infrastructure_220,fAR,1.0,24,True,True,True,43.99679571,24,0.75,82.72249204,43.99679571,,,,,,,,,,
arOrch,146588263,infrastructure_220,__global__,,,,,True,,,,,,1.5,0.25,153.89857917,189.68700664,27.88364029,543.47366528,0.0,599.674,0.33,1.0
mediaOrch,146588263,infrastructure_50,fDocAnalysis,1.0,105,True,True,True,0.31711059,31,0.75,29.11060963,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_50,fProcDoc,1.0,120,True,True,True,0.31711059,39,0.75,33.57467901,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_50,fPayAppr,0.66,67,True,True,True,0.31711059,43,0.75,17.0870743,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_50,fNotify,0.66,73,True,True,True,0.31711059,43,0.75,16.47699446,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_50,fArchive,0.66,67,True,True,True,0.31711059,43,0.75,18.05755876,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_50,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,25.21124166,1.26844236,225.08162276,0.0,599.28,0.33,1.0
mediaOrch,146588263,infrastructure_55,fDocAnalysis,1.0,72,True,True,True,0.31711059,41,0.75,27.20531204,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_55,fProcDoc,1.0,87,True,True,True,0.31711059,47,0.75,27.36519701,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_55,fPayAppr,0.66,68,True,True,True,0.31711059,46,0.75,14.65966081,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_55,fNotify,0.66,74,True,True,True,0.31711059,46,0.75,14.24993878,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_55,fArchive,0.66,68,True,True,True,0.31711059,46,0.75,14.65966081,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_55,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,21.87257418,1.26844236,246.48041417,0.0,599.135,0.33,1.0
mediaOrch,146588263,infrastructure_60,fDocAnalysis,1.0,78,True,True,True,0.31711059,43,0.75,29.31060482,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_60,fProcDoc,1.0,99,True,True,True,0.31711059,51,0.75,33.77885924,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_60,fPayAppr,0.66,72,True,True,True,0.31711059,50,0.75,16.85201115,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_60,fNotify,0.66,78,True,True,True,0.31711059,50,0.75,16.35792424,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_60,fArchive,0.66,72,True,True,True,0.31711059,50,0.75,17.18431818,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_60,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,25.12948088,1.26844236,224.60541299,0.0,595.076,0.33,1.0
mediaOrch,146588263,infrastructure_65,fDocAnalysis,1.0,80,True,True,True,0.31711059,50,0.75,30.63085592,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_65,fProcDoc,1.0,62,True,True,True,0.31711059,54,0.75,26.73727088,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_65,fPayAppr,0.66,82,True,True,True,0.31711059,58,0.75,17.27310961,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_65,fNotify,0.66,88,True,True,True,0.31711059,58,0.75,15.65896753,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_65,fArchive,0.66,82,True,True,True,0.31711059,58,0.75,18.46008561,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_65,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,23.87652252,1.26844236,242.42650394,0.0,594.974,0.33,1.0
mediaOrch,146588263,infrastructure_70,fDocAnalysis,1.0,88,True,True,True,0.31711059,45,0.75,30.30123743,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_70,fProcDoc,1.0,64,True,True,True,0.31711059,44,0.75,26.65037461,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_70,fPayAppr,0.66,87,True,True,True,0.31711059,64,0.75,18.98033729,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_70,fNotify,0.66,93,True,True,True,0.31711059,64,0.75,18.3295458,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_70,fArchive,0.66,87,True,True,True,0.31711059,64,0.75,19.63431332,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_70,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,24.67980149,1.26844236,183.3716558,0.0,582.875,0.33,1.0
mediaOrch,146588263,infrastructure_75,fDocAnalysis,1.0,132,True,True,True,0.31711059,50,0.75,31.76979574,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_75,fProcDoc,1.0,128,True,True,True,0.31711059,60,0.75,28.18627264,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_75,fPayAppr,0.66,81,True,True,True,0.31711059,58,0.75,19.14339049,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_75,fNotify,0.66,87,True,True,True,0.31711059,58,0.75,18.54430223,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_75,fArchive,0.66,81,True,True,True,0.31711059,58,0.75,19.26825691,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_75,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,25.45276638,1.26844236,199.97528258,0.0,592.556,0.33,1.0
mediaOrch,146588263,infrastructure_80,fDocAnalysis,1.0,94,True,True,True,0.31711059,56,0.75,31.94306307,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_80,fProcDoc,1.0,124,True,True,True,0.31711059,61,0.75,25.87923862,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_80,fPayAppr,0.66,89,True,True,True,0.31711059,65,0.75,20.83587479,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_80,fNotify,0.66,95,True,True,True,0.31711059,65,0.75,19.84952777,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_80,fArchive,0.66,89,True,True,True,0.31711059,65,0.75,23.74839786,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_80,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,26.06561659,1.26844236,255.03611414,0.0,598.363,0.33,1.0
mediaOrch,146588263,infrastructure_85,fDocAnalysis,1.0,96,True,True,True,0.31711059,56,0.75,31.57566988,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_85,fProcDoc,1.0,160,True,True,True,0.31711059,68,0.75,37.78959233,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_85,fPayAppr,0.66,93,True,True,True,0.31711059,70,0.75,19.61164317,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_85,fNotify,0.66,99,True,True,True,0.31711059,70,0.75,19.84293249,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_85,fArchive,0.66,93,True,True,True,0.31711059,70,0.75,21.66638017,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_85,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.3842222,1.26844236,213.74572667,0.0,591.679,0.33,1.0
mediaOrch,146588263,infrastructure_90,fDocAnalysis,1.0,90,True,True,True,0.31711059,57,0.75,33.29499966,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_90,fProcDoc,1.0,116,True,True,True,0.31711059,66,0.75,9.68,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_90,fPayAppr,0.66,87,True,True,True,0.31711059,67,0.75,21.8481134,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_90,fNotify,0.66,93,True,True,True,0.31711059,67,0.75,20.17983851,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_90,fArchive,0.66,87,True,True,True,0.31711059,67,0.75,22.25028133,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_90,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,22.46087502,1.26844236,308.52132202,0.0,591.006,0.33,1.0
mediaOrch,146588263,infrastructure_95,fDocAnalysis,1.0,147,True,True,True,0.31711059,64,0.75,33.6999872,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_95,fProcDoc,1.0,111,True,True,True,0.31711059,70,0.75,34.77361819,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_95,fPayAppr,0.66,101,True,True,True,0.31711059,80,0.75,20.17983851,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_95,fNotify,0.66,107,True,True,True,0.31711059,80,0.75,19.72404771,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_95,fArchive,0.66,101,True,True,True,0.31711059,80,0.75,20.41394082,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_95,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.13194131,1.26844236,308.18570144,0.0,594.974,0.33,1.0
mediaOrch,146588263,infrastructure_100,fDocAnalysis,1.0,104,True,True,True,0.31711059,67,0.75,33.40820852,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_100,fProcDoc,1.0,74,True,True,True,0.31711059,78,0.75,34.93926895,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_100,fPayAppr,0.66,100,True,True,True,0.31711059,78,0.75,18.45148037,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_100,fNotify,0.66,106,True,True,True,0.31711059,78,0.75,20.19509113,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_100,fArchive,0.66,100,True,True,True,0.31711059,78,0.75,21.19739156,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_100,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,27.82513157,1.26844236,308.52132202,0.0,599.135,0.33,1.0
mediaOrch,146588263,infrastructure_105,fDocAnalysis,1.0,104,True,True,True,0.31711059,74,0.75,32.90025657,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_105,fProcDoc,1.0,117,True,True,True,0.31711059,83,0.75,34.93926895,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_105,fPayAppr,0.66,107,True,True,True,0.31711059,86,0.75,19.16797133,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_105,fNotify,0.66,113,True,True,True,0.31711059,86,0.75,20.17983851,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_105,fArchive,0.66,107,True,True,True,0.31711059,86,0.75,20.6366806,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_105,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,27.80527087,1.26844236,253.09959635,0.0,596.747,0.33,1.0
mediaOrch,146588263,infrastructure_110,fDocAnalysis,1.0,165,True,True,True,0.31711059,73,0.75,32.72778191,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_110,fProcDoc,1.0,114,True,True,True,0.31711059,83,0.75,36.73153406,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_110,fPayAppr,0.66,111,True,True,True,0.31711059,88,0.75,20.41936008,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_110,fNotify,0.66,117,True,True,True,0.31711059,88,0.75,21.73351137,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_110,fArchive,0.66,111,True,True,True,0.31711059,88,0.75,22.67671569,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_110,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.97227917,1.26844236,292.86561907,0.0,596.747,0.33,1.0
mediaOrch,146588263,infrastructure_115,fDocAnalysis,1.0,114,True,True,True,0.31711059,85,0.75,34.08948022,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_115,fProcDoc,1.0,156,True,True,True,0.31711059,88,0.75,30.64949953,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_115,fPayAppr,0.66,120,True,True,True,0.31711059,98,0.75,20.0461149,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_115,fNotify,0.66,126,True,True,True,0.31711059,98,0.75,21.12629175,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_115,fArchive,0.66,120,True,True,True,0.31711059,98,0.75,22.04466552,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_115,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,27.54397509,1.26844236,266.46213953,0.0,593.636,0.33,1.0
mediaOrch,146588263,infrastructure_120,fDocAnalysis,1.0,180,True,True,True,0.31711059,86,0.75,32.37454358,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_120,fProcDoc,1.0,132,True,True,True,0.31711059,98,0.75,38.79033263,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_120,fPayAppr,0.66,122,True,True,True,0.31711059,98,0.75,20.53010432,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_120,fNotify,0.66,128,True,True,True,0.31711059,98,0.75,21.7417306,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_120,fArchive,0.66,122,True,True,True,0.31711059,98,0.75,21.94039547,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_120,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.33534266,1.26844236,310.34255707,0.0,598.381,0.33,1.0
mediaOrch,146588263,infrastructure_125,fDocAnalysis,1.0,174,True,True,True,0.31711059,80,0.75,30.72973365,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_125,fProcDoc,1.0,147,True,True,True,0.31711059,109,0.75,39.22328634,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_125,fPayAppr,0.66,111,True,True,True,0.31711059,90,0.75,20.40356748,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_125,fNotify,0.66,117,True,True,True,0.31711059,90,0.75,21.83704309,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_125,fArchive,0.66,111,True,True,True,0.31711059,90,0.75,22.11686525,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_125,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.03471718,1.26844236,284.54297477,0.0,595.468,0.33,1.0
mediaOrch,146588263,infrastructure_130,fDocAnalysis,1.0,124,True,True,True,0.31711059,90,0.75,34.06275792,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_130,fProcDoc,1.0,90,True,True,True,0.31711059,103,0.75,34.93926895,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_130,fPayAppr,0.66,128,True,True,True,0.31711059,105,0.75,20.33098176,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_130,fNotify,0.66,134,True,True,True,0.31711059,105,0.75,21.66085444,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_130,fArchive,0.66,128,True,True,True,0.31711059,105,0.75,22.27582677,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_130,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.77666908,1.26844236,233.27507146,0.0,597.11,0.33,1.0
mediaOrch,146588263,infrastructure_135,fDocAnalysis,1.0,116,True,True,True,0.31711059,89,0.75,32.33948022,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_135,fProcDoc,1.0,164,True,True,True,0.31711059,97,0.75,33.86853437,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_135,fPayAppr,0.66,126,True,True,True,0.31711059,109,0.75,18.26695023,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_135,fNotify,0.66,132,True,True,True,0.31711059,109,0.75,20.08019557,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_135,fArchive,0.66,126,True,True,True,0.31711059,109,0.75,20.42206971,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_135,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,27.13285614,1.26844236,307.25208764,0.0,596.756,0.33,1.0
